ID,Parent Interest ID,Summary,Registration Date,Published Date,Updated Date,Category,Member,MNIS ID,AroseOn,EndDate,DonorName,Description,MiscellaneousInterestType,Link_1
2078,,Leeds University Law Faculty Advisory Board,2015-06-05,2023-12-17,2024-04-29,Miscellaneous,Sir Keir Starmer,4514,,29/04/2024,,Leeds University Law Faculty Advisory Board,Other,https://interests-api.parliament.uk/api/v1/Interests/2078
2079,,Director of The Death Penalty Project.,2015-06-05,2023-12-17,2024-09-18,Miscellaneous,Sir Keir Starmer,4514,,02/09/2024,,Director of The Death Penalty Project.,Other,https://interests-api.parliament.uk/api/v1/Interests/2079
2081,,"Associate Tenant, Doughty Street Chambers",2016-01-06,2023-12-17,2024-09-18,Miscellaneous,Sir Keir Starmer,4514,01/05/2015,26/09/2024,,"Associate Tenant, Doughty Street Chambers",Other,https://interests-api.parliament.uk/api/v1/Interests/2081
1436,,Trustee of Wincanton Recreational Trust. This is an unpaid role.,2023-08-10,2023-12-17,,Miscellaneous,Sarah Dyke,4995,,,,Trustee of Wincanton Recreational Trust. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/1436
1410,,"A regular volunteer radio presenter of a retro weekend show for the local community radio station, Mid Sussex Radio (previously Burgess Hill Radio).",2021-11-18,2023-12-17,2024-09-09,Miscellaneous,Mims Davies,4513,24/10/2021,,,"A regular volunteer radio presenter of a retro weekend show for the local community radio station, Mid Sussex Radio (previously Burgess Hill Radio).",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/1410
1890,,"Trustee, Norden Community Trust.",2017-07-05,2023-12-17,,Miscellaneous,Wera Hobhouse,4602,,,,"Trustee, Norden Community Trust.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/1890
1797,,"Trustee of the Big Tent Foundation, a not-for-profit non-party foundation for the renewal of mainstream political engagement.",2021-10-01,2023-12-17,2024-09-04,Miscellaneous,Stephen Kinnock,4359,16/09/2021,04/09/2024,,"Trustee of the Big Tent Foundation, a not-for-profit non-party foundation for the renewal of mainstream political engagement.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/1797
1475,,"Chair of Trustees of UpRising Leadership, a registered charity providing UK-wide youth leadership development, mentoring and employability opportunities to young people from diverse and underrepresented backgrounds. This is an unpaid role.",2022-12-01,2023-12-17,,Miscellaneous,Rushanara Ali,4138,,,,"Chair of Trustees of UpRising Leadership, a registered charity providing UK-wide youth leadership development, mentoring and employability opportunities to young people from diverse and underrepresented backgrounds. This is an unpaid role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/1475
1548,,"Unpaid Director of Blue Collar Productions, a television production company of Miryfields Cottage, 5/7 Cann Street, Tottington BL8 3PE.",2020-10-29,2023-12-17,,Miscellaneous,Esther McVey,4084,01/10/2020,,,"Unpaid Director of Blue Collar Productions, a television production company of Miryfields Cottage, 5/7 Cann Street, Tottington BL8 3PE.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/1548
1582,,Advisory Board Member to the Centre for Commonwealth Affairs. This is an unpaid role.,2023-08-15,2023-12-17,,Miscellaneous,Wendy Morton,4358,09/08/2023,,,Advisory Board Member to the Centre for Commonwealth Affairs. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/1582
1590,,Director of the Commonwealth Parliamentary Association (United Kingdom).,2023-07-31,2023-12-17,,Miscellaneous,Ian Murray,3966,12/07/2017,,,Director of the Commonwealth Parliamentary Association (United Kingdom).,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/1590
1598,,"A Trustee of the UK Reserve Forces Association, which is part of the MOD and promotes the efficiency of reserve forces by providing opportunities for education, personal development and international experiences. This is an unpaid role.",2022-05-11,2023-12-17,,Miscellaneous,Dr Andrew Murrison,1466,20/04/2022,,,"A Trustee of the UK Reserve Forces Association, which is part of the MOD and promotes the efficiency of reserve forces by providing opportunities for education, personal development and international experiences. This is an unpaid role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/1598
1625,,Voluntary Board Member of Liverpool Institute of Performing Arts (LIPA). This is an unpaid role.,2021-07-16,2023-12-17,,Miscellaneous,Kim Johnson,4824,25/06/2021,,,Voluntary Board Member of Liverpool Institute of Performing Arts (LIPA). This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/1625
1637,,Director of the Albany Theatre Trust. This is an unpaid role.,2023-08-03,2023-12-17,,Miscellaneous,Taiwo Owatemi,4779,21/04/2021,,,Director of the Albany Theatre Trust. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/1637
1645,,Director of the Holocaust Memorial Day Trust. This is an unpaid role.,2023-08-03,2023-12-17,,Miscellaneous,Taiwo Owatemi,4779,18/07/2023,,,Director of the Holocaust Memorial Day Trust. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/1645
1687,,"Member of the Connected Coast Board, a joint board for the Mablethorpe and Skegness Towns Fund. This is an unpaid role.",2020-01-28,2023-12-17,,Miscellaneous,Victoria Atkins,4399,27/01/2020,,,"Member of the Connected Coast Board, a joint board for the Mablethorpe and Skegness Towns Fund. This is an unpaid role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/1687
1733,,"Member of the management committee, Spirit of Shankly, which promotes the interests of football supporters.",2020-01-10,2023-12-17,,Miscellaneous,Ian Byrne,4831,,,,"Member of the management committee, Spirit of Shankly, which promotes the interests of football supporters.",Other,https://interests-api.parliament.uk/api/v1/Interests/1733
1916,,"Trustee of Ellesmere Port and Neston Helping Hands, a charity which aims to provide poverty relief and support to residents in my constituency. This is an unpaid role.",2020-12-04,2023-12-17,,Miscellaneous,Justin Madders,4418,26/11/2020,,,"Trustee of Ellesmere Port and Neston Helping Hands, a charity which aims to provide poverty relief and support to residents in my constituency. This is an unpaid role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/1916
1991,,Governor and Director of Westminster Foundation for Democracy Limited (WFD). This is an unpaid role.,2023-05-26,2023-12-17,,Miscellaneous,Liz Saville Roberts,4521,24/05/2023,,,Governor and Director of Westminster Foundation for Democracy Limited (WFD). This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/1991
2093,,"Company director (unpaid), Highland Fine Houses Ltd, in which I have a majority shareholding.",2017-07-07,2023-12-17,,Miscellaneous,Jamie Stone,4612,,,,"Company director (unpaid), Highland Fine Houses Ltd, in which I have a majority shareholding.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/2093
2146,,Commissioned officer in Royal Naval Reserve.,2022-04-12,2023-12-17,,Miscellaneous,Tom Tugendhat,4462,01/04/2022,,,Commissioned officer in Royal Naval Reserve.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/2146
1504,,"Company Secretary of the Diane Abbott Foundation, which works to excel and improve education. This is an unpaid role.",2020-01-10,2023-12-17,,Miscellaneous,Bell Ribeiro-Addy,4764,,,,"Company Secretary of the Diane Abbott Foundation, which works to excel and improve education. This is an unpaid role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/1504
1900,,A Trustee and Director of the Commonwealth Parliamentary Association (UK Branch).  This is an unpaid role.,2023-08-07,2023-12-17,,Miscellaneous,Chris Elmore,4572,28/01/2020,,,A Trustee and Director of the Commonwealth Parliamentary Association (UK Branch).  This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/1900
1955,,"A Member and Director of Together 2030, a company limited by guarantee. The company is a not for profit company and the position is entirely unpaid.",2021-12-02,2023-12-17,,Miscellaneous,Barry Gardiner,146,18/11/2021,,,"A Member and Director of Together 2030, a company limited by guarantee. The company is a not for profit company and the position is entirely unpaid.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/1955
1448,,A director of Birmingham Museums Trust which manages Birmingham Museums including a site in my constituency. This is an unpaid role.,2023-09-18,2023-12-17,,Miscellaneous,Jess Phillips,4370,26/07/2023,,,A director of Birmingham Museums Trust which manages Birmingham Museums including a site in my constituency. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/1448
1532,,My shareholding in Adventure Forest Group Ltd (adventure leisure) was transferred into an employee ownership trust on 21 October 2021. As part of this agreement a value for my shareholding is scheduled to be repaid to me periodically over the next 10 years.,2021-11-25,2023-12-17,,Miscellaneous,Jerome Mayhew,4739,,,,My shareholding in Adventure Forest Group Ltd (adventure leisure) was transferred into an employee ownership trust on 21 October 2021. As part of this agreement a value for my shareholding is scheduled to be repaid to me periodically over the next 10 years.,Financial interest or material benefit,https://interests-api.parliament.uk/api/v1/Interests/1532
1607,,"Chair of Rebalancing the Outer Estates Foundation, a charity that works in partnership with a range of organisations to deliver positive change in Nottingham North, with particular focus on the areas of health, community, arts and creativity, and employment. This is an unpaid role.",2020-11-03,2023-12-17,2024-09-30,Miscellaneous,Alex Norris,4641,,08/08/2024,,"Chair of Rebalancing the Outer Estates Foundation, a charity that works in partnership with a range of organisations to deliver positive change in Nottingham North, with particular focus on the areas of health, community, arts and creativity, and employment. This is an unpaid role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/1607
1253,,A Director of the Industry & Parliament Trust. This is an unpaid role.,2023-03-08,2023-12-17,,Miscellaneous,Daniel Zeichner,4382,18/02/2023,,,A Director of the Industry & Parliament Trust. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/1253
1572,,"Member of the International Centre of Justice for Palestinians (ICJP)’s Advisory Board. The ICJP’s principal objective is to coordinate and support legal work which supports the rights of Palestinians in Israel, the Occupied Palestinian Territories and the wider diaspora. This is an unpaid role.",2021-06-16,2023-12-17,,Miscellaneous,Layla Moran,4656,03/06/2021,,,"Member of the International Centre of Justice for Palestinians (ICJP)’s Advisory Board. The ICJP’s principal objective is to coordinate and support legal work which supports the rights of Palestinians in Israel, the Occupied Palestinian Territories and the wider diaspora. This is an unpaid role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/1572
1578,,A Vice President of the Local Government Association. This is an unpaid role.,2023-02-24,2023-12-17,,Miscellaneous,Helen Morgan,4934,08/02/2023,,,A Vice President of the Local Government Association. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/1578
1579,,Trustee (unpaid) of the East Durham Veterans Trust.,2022-01-18,2023-12-17,,Miscellaneous,Grahame Morris,3973,01/02/2020,,,Trustee (unpaid) of the East Durham Veterans Trust.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/1579
1593,,Trustee of McRaes Batallion Trust. This is an unpaid role.,2023-08-02,2023-12-17,,Miscellaneous,Ian Murray,3966,01/05/2004,,,Trustee of McRaes Batallion Trust. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/1593
1621,,"Member of the Board of the Hamilton Commission, a standalone piece of research in partnership with the Royal Academy of Engineering, that will work to improve the representation of black people in UK motorsport.",2020-11-23,2023-12-17,,Miscellaneous,Chi Onwurah,4124,04/08/2020,,,"Member of the Board of the Hamilton Commission, a standalone piece of research in partnership with the Royal Academy of Engineering, that will work to improve the representation of black people in UK motorsport.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/1621
1622,,A Commissioner on the Commonwealth War Graves Commission (CWGC). This is a non-salaried position.,2019-03-25,2023-12-17,,Miscellaneous,Dame Diana Johnson,1533,11/03/2019,,,A Commissioner on the Commonwealth War Graves Commission (CWGC). This is a non-salaried position.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/1622
