ID,Parent Interest ID,Summary,Registration Date,Published Date,Updated Date,Category,Member,MNIS ID,AroseOn,EndDate,DonorName,Description,MiscellaneousInterestType
1610,,Chair of Governors at Rosslyn Park Primary & Nursery School in Nottingham. This is an unpaid position.,13/04/2023,17/12/2023,,Miscellaneous,Alex Norris,4641,,,,Chair of Governors at Rosslyn Park Primary & Nursery School in Nottingham. This is an unpaid position.,Unpaid role
1630,,Director of Kate Osborne Campaigns Ltd. This is an unpaid role.,14/10/2022,17/12/2023,,Miscellaneous,Kate Osborne,4783,06/10/2022,,,Director of Kate Osborne Campaigns Ltd. This is an unpaid role.,Unpaid role
1636,,Pharmacist registered with the General Pharmaceutical Council.,21/05/2021,17/12/2023,,Miscellaneous,Taiwo Owatemi,4779,24/04/2021,,,Pharmacist registered with the General Pharmaceutical Council.,Other
1667,,"A Trustee of a local charity, Phillipstown Residents and Community Association.",09/03/2023,17/12/2023,,Miscellaneous,Gerald Jones,4501,11/05/2018,,,"A Trustee of a local charity, Phillipstown Residents and Community Association.",Unpaid role
1690,,"Trustee (unpaid) of the Human Trafficking Foundation, a non-profit organisation which works to help victims of human trafficking and modern slavery. I consulted ACOBA about this role.",05/11/2020,17/12/2023,04/03/2021,Miscellaneous,Dame Karen Bradley,4110,01/11/2020,,,"Trustee (unpaid) of the Human Trafficking Foundation, a non-profit organisation which works to help victims of human trafficking and modern slavery. I consulted ACOBA about this role.",Unpaid role
1730,,"Unpaid Director of Richard Burgon Campaigns Ltd, a company established for my campaign to be Labour’s Deputy Leader and which continues to help deliver my campaigns work.",24/03/2023,17/12/2023,,Miscellaneous,Richard Burgon,4493,16/04/2020,,,"Unpaid Director of Richard Burgon Campaigns Ltd, a company established for my campaign to be Labour’s Deputy Leader and which continues to help deliver my campaigns work.",Unpaid role
1747,,Unremunerated Director of the Council for Arab-British Understanding.,12/10/2017,17/12/2023,,Miscellaneous,Mr Alistair Carmichael,1442,22/09/2017,,,Unremunerated Director of the Council for Arab-British Understanding.,Unpaid role
1832,,I am a member of the Rail Action Group East of Scotland (RAGES).,26/06/2017,17/12/2023,,Miscellaneous,John Lamont,4608,,,,I am a member of the Rail Action Group East of Scotland (RAGES).,Other
1850,,Vice President of the Local Government Association (LGA). This is an unpaid role.,25/07/2022,17/12/2023,,Miscellaneous,Paulette Hamilton,4938,28/06/2022,,,Vice President of the Local Government Association (LGA). This is an unpaid role.,Unpaid role
1866,,"Equality, Diversity and Inclusion Trustee for Swansea City AFC Foundation. This is an unpaid role.",26/09/2022,17/12/2023,,Miscellaneous,Carolyn Harris,4480,26/08/2022,,,"Equality, Diversity and Inclusion Trustee for Swansea City AFC Foundation. This is an unpaid role.",Unpaid role
2052,,A trustee of the Good Chance Theatre Company. This is an unpaid role.,21/03/2019,17/12/2023,,Miscellaneous,Tulip Siddiq,4518,27/02/2019,,,A trustee of the Good Chance Theatre Company. This is an unpaid role.,Unpaid role
2079,,Director of The Death Penalty Project,05/06/2015,17/12/2023,,Miscellaneous,Sir Keir Starmer,4514,,,,Director of The Death Penalty Project,Other
2119,,"Trustee, East Thirteen Christian Trust.",10/05/2018,17/12/2023,,Miscellaneous,Sir Stephen Timms,163,,,,"Trustee, East Thirteen Christian Trust.",Unpaid role
2121,,"Trustee, Parliamentary Christian Trust.",10/05/2018,17/12/2023,,Miscellaneous,Sir Stephen Timms,163,,,,"Trustee, Parliamentary Christian Trust.",Unpaid role
1409,,"Board member of POWERful Women (PfW), a professional initiative to advance gender diversity within the energy sector.",01/11/2018,17/12/2023,,Miscellaneous,Ed Davey,188,14/09/2017,,,"Board member of POWERful Women (PfW), a professional initiative to advance gender diversity within the energy sector.",Unpaid role
1416,,"Unremunerated board member, New City Network (London) Ltd; a not-for-profit think tank aiming to develop ideas and research on financial services policy.",17/04/2023,17/12/2023,,Miscellaneous,David Davis,373,,,,"Unremunerated board member, New City Network (London) Ltd; a not-for-profit think tank aiming to develop ideas and research on financial services policy.",Unpaid role
1963,,"Chair of the advisory board of the Space Energy Initiative, a non-profit organisation set up within the Satellite Applications Catapult to support those exploring the possibility of space based solar power. This is an unpaid role and involves chairing four meetings a year.",14/12/2021,17/12/2023,,Miscellaneous,Mark Garnier,4074,22/11/2021,,,"Chair of the advisory board of the Space Energy Initiative, a non-profit organisation set up within the Satellite Applications Catapult to support those exploring the possibility of space based solar power. This is an unpaid role and involves chairing four meetings a year.",Unpaid role
1449,,A company to which a subsidiary of Pluto Partners LLP provides services became accredited for the Coronavirus Business Interruption Loan Scheme.,25/05/2021,17/12/2023,,Miscellaneous,Chris Philp,4503,22/03/2021,,,A company to which a subsidiary of Pluto Partners LLP provides services became accredited for the Coronavirus Business Interruption Loan Scheme.,Other
2014,,An ambassador for Spring Housing Association.,05/07/2017,17/12/2023,08/12/2020,Miscellaneous,Preet Kaur Gill,4603,29/09/2020,,,An ambassador for Spring Housing Association.,Other
1974,,Fellow of the Royal College of Veterinary Surgeons.,07/01/2020,17/12/2023,,Miscellaneous,Dr Neil Hudson,4853,,,,Fellow of the Royal College of Veterinary Surgeons.,Other
1987,,Portfolio of shares held in a blind trust.,29/10/2019,17/12/2023,,Miscellaneous,Jeremy Hunt,1572,,,,Portfolio of shares held in a blind trust.,Financial interest or material benefit
2077,,Member of the Youth Justice Legal Centre’s advisory board. The centre was set up by Just for Kids Law,05/06/2015,17/12/2023,29/04/2024,Miscellaneous,Sir Keir Starmer,4514,,29/04/2024,,Member of the Youth Justice Legal Centre’s advisory board. The centre was set up by Just for Kids Law,Other
1253,,A Director of the Industry & Parliament Trust. This is an unpaid role.,08/03/2023,17/12/2023,,Miscellaneous,Daniel Zeichner,4382,18/02/2023,,,A Director of the Industry & Parliament Trust. This is an unpaid role.,Unpaid role
1572,,"Member of the International Centre of Justice for Palestinians (ICJP)’s Advisory Board. The ICJP’s principal objective is to coordinate and support legal work which supports the rights of Palestinians in Israel, the Occupied Palestinian Territories and the wider diaspora. This is an unpaid role.",16/06/2021,17/12/2023,,Miscellaneous,Layla Moran,4656,03/06/2021,,,"Member of the International Centre of Justice for Palestinians (ICJP)’s Advisory Board. The ICJP’s principal objective is to coordinate and support legal work which supports the rights of Palestinians in Israel, the Occupied Palestinian Territories and the wider diaspora. This is an unpaid role.",Unpaid role
1578,,A Vice President of the Local Government Association. This is an unpaid role.,24/02/2023,17/12/2023,,Miscellaneous,Helen Morgan,4934,08/02/2023,,,A Vice President of the Local Government Association. This is an unpaid role.,Unpaid role
1579,,Trustee (unpaid) of the East Durham Veterans Trust.,18/01/2022,17/12/2023,,Miscellaneous,Grahame Morris,3973,01/02/2020,,,Trustee (unpaid) of the East Durham Veterans Trust.,Unpaid role
1593,,Trustee of McRaes Batallion Trust. This is an unpaid role.,02/08/2023,17/12/2023,,Miscellaneous,Ian Murray,3966,01/05/2004,,,Trustee of McRaes Batallion Trust. This is an unpaid role.,Unpaid role
1621,,"Member of the Board of the Hamilton Commission, a standalone piece of research in partnership with the Royal Academy of Engineering, that will work to improve the representation of black people in UK motorsport.",23/11/2020,17/12/2023,,Miscellaneous,Chi Onwurah,4124,04/08/2020,,,"Member of the Board of the Hamilton Commission, a standalone piece of research in partnership with the Royal Academy of Engineering, that will work to improve the representation of black people in UK motorsport.",Unpaid role
1622,,A Commissioner on the Commonwealth War Graves Commission (CWGC). This is a non-salaried position.,25/03/2019,17/12/2023,,Miscellaneous,Dame Diana Johnson,1533,11/03/2019,,,A Commissioner on the Commonwealth War Graves Commission (CWGC). This is a non-salaried position.,Unpaid role
1653,,Member of the Programme Committee at the Ditchley Foundation. This is an unpaid role.,21/06/2023,17/12/2023,,Miscellaneous,Darren Jones,4621,01/06/2023,,,Member of the Programme Committee at the Ditchley Foundation. This is an unpaid role.,Unpaid role
1652,,My Twitter profile is registered as an affiliated account by GB News. GB News pays £50 per month for a square affiliate badge on my Twitter page.,15/08/2023,17/12/2023,,Miscellaneous,Lee Anderson,4743,08/08/2023,,GB News,My Twitter profile is registered as an affiliated account by GB News. GB News pays £50 per month for a square affiliate badge on my Twitter page.,Financial interest or material benefit
1697,,A member of the UK Shared Prosperity Fund Board to assist Staffordshire Moorlands District Council in the Governance of the new funding programme. This is an unpaid role.,30/11/2022,17/12/2023,,Miscellaneous,Dame Karen Bradley,4110,29/11/2022,,,A member of the UK Shared Prosperity Fund Board to assist Staffordshire Moorlands District Council in the Governance of the new funding programme. This is an unpaid role.,Unpaid role
1698,,Co-chair of the British Irish Parliamentary Assembly. This is an unpaid role.,19/10/2023,17/12/2023,,Miscellaneous,Dame Karen Bradley,4110,02/10/2022,,,Co-chair of the British Irish Parliamentary Assembly. This is an unpaid role.,Unpaid role
1838,,"Parliamentary Adviser to Friends of the British Overseas Territories, a charity that raises raise awareness of the British Overseas Territories amongst parliamentarians. This is an unpaid role.",17/10/2022,17/12/2023,,Miscellaneous,Andrew Gwynne,1506,27/06/2021,,,"Parliamentary Adviser to Friends of the British Overseas Territories, a charity that raises raise awareness of the British Overseas Territories amongst parliamentarians. This is an unpaid role.",Unpaid role
1857,,A patron of the Social Care Worker of the Year Awards.,18/07/2016,17/12/2023,,Miscellaneous,Mrs Emma Lewell-Buck,4277,01/07/2016,,,A patron of the Social Care Worker of the Year Awards.,Unpaid role
1881,,Member of Goldthorpe Towns Fund Board. This is an unpaid role.,11/04/2023,17/12/2023,,Miscellaneous,John Healey,400,01/05/2020,,,Member of Goldthorpe Towns Fund Board. This is an unpaid role.,Unpaid role
1923,,Participant in the Franco-British Young Leaders programme (cultural exchange operated by the Franco-British Council). Participation is voluntary and unpaid.,22/05/2023,17/12/2023,,Miscellaneous,Alan Mak,4484,22/05/2023,,,Participant in the Franco-British Young Leaders programme (cultural exchange operated by the Franco-British Council). Participation is voluntary and unpaid.,Unpaid role
1928,,"Member (unpaid) of the Financial Inclusion Commission, a cross-party organisation which supports the principle of increased financial inclusion in the UK.",21/03/2022,17/12/2023,,Miscellaneous,Seema Malhotra,4253,01/12/2018,,,"Member (unpaid) of the Financial Inclusion Commission, a cross-party organisation which supports the principle of increased financial inclusion in the UK.",Unpaid role
2066,,"Co-Chairman of the Free Market Forum, a project of the Institute of Economic Affairs. This is an unpaid role.",28/04/2021,17/12/2023,,Miscellaneous,Greg Smith,4778,21/04/2021,,,"Co-Chairman of the Free Market Forum, a project of the Institute of Economic Affairs. This is an unpaid role.",Unpaid role
1692,,"Board Member of the Great British-China Centre, a not-for-profit company limited by guarantee operating as an executive non-departmental public body, established by the Foreign, Commonwealth and Development Office to support UK-China relations.",28/07/2022,17/12/2023,,Miscellaneous,Alicia Kearns,4805,23/06/2022,,,"Board Member of the Great British-China Centre, a not-for-profit company limited by guarantee operating as an executive non-departmental public body, established by the Foreign, Commonwealth and Development Office to support UK-China relations.",Unpaid role
1797,,"Trustee of the Big Tent Foundation, a not-for-profit non-party foundation for the renewal of mainstream political engagement.",01/10/2021,17/12/2023,,Miscellaneous,Stephen Kinnock,4359,16/09/2021,,,"Trustee of the Big Tent Foundation, a not-for-profit non-party foundation for the renewal of mainstream political engagement.",Unpaid role
