public_whip_id,member_name,category_name,earliest_declaration,latest_declaration,free_text,extracted_orgs,extracted_sum
uk.org.publicwhip/person/11946,Mark Pritchard,Employment and earnings,2021-11-15,2022-03-28,"Ceased on 31 March 2021, consultant offering general advice to the Consumer Credit Association (CCA); a client of Mark Pritchard Advisory Ltd. Address: Queens House, Queens Road, Chester CH1 3BQ. From 1 February 2018, I received £1,500 a month for an expected commitment of 8 hours. (Updated 1 July 2015, 01 February 2017, 08 January 2018, 23 December 2019 and 31 March 2021)",the Consumer Credit Association; CCA; Mark Pritchard Advisory Ltd. Address,"1,500"
uk.org.publicwhip/person/11946,Mark Pritchard,Employment and earnings,2021-04-12,2021-11-01,"Until 31 March 2021, consultant offering general advice to the Consumer Credit Association (CCA); a client of Mark Pritchard Advisory Ltd. Address: Queens House, Queens Road, Chester CH1 3BQ. From 1 February 2018, I received £1,500 a month for an expected commitment of 8 hours. (Updated 1 July 2015, 01 February 2017, 08 January 2018, 23 December 2019 and 31 March 2021)",the Consumer Credit Association; CCA; Mark Pritchard Advisory Ltd. Address,"1,500"
uk.org.publicwhip/person/11946,Mark Pritchard,Employment and earnings,2020-08-10,2021-07-26,"Until 14 July 2020, consultant offering general advice to the Soufan Group; a strategic security consultancy and client of Mark Pritchard Advisory Ltd. Address: 26 York Street, London W1U 6PZ. I received £2,074.52 a month for an expected commitment of 8 hours. Final invoice issued on 1 August 2020. (Updated 1 July 2015, 23 December 2019 and 20 July 2020)",the Soufan Group; Mark Pritchard Advisory Ltd.,"2,074.52"
uk.org.publicwhip/person/11946,Mark Pritchard,Employment and earnings,2021-02-15,2021-04-26,"From 29 November 2019 until 14 April 2020, Non-Executive Chairman and Director of PASS Technology Group Ltd (technology solutions) of 45 Pall Mall, London, England, SW1Y 5JG; a client of Mark Pritchard Advisory Ltd. Until 31 March 2020 I received £4,000 per month, and £2,000 in April 2020, for an expected monthly commitment of 16 hrs, providing strategic counsel and advice. (Registered 30 December 2019; updated 04 May 2020 and 08 February 2021)",Non-Executive; PASS Technology Group Ltd; Mark Pritchard Advisory Ltd.,"4,000; 2,000"
uk.org.publicwhip/person/11946,Mark Pritchard,Employment and earnings,2020-01-11,2021-03-15,"Until further notice, consultant offering general advice to the Consumer Credit Association (CCA); a client of Mark Pritchard Advisory Ltd. Address: Queens House, Queens Road, Chester CH1 3BQ. From 1 February 2018, I receive £1,500 a month for an expected commitment of 8 hours. (Updated 1 July 2015, 01 February 2017, 08 January 2018 and 23 December 2019)",the Consumer Credit Association; CCA; Mark Pritchard Advisory Ltd. Address,"1,500"
uk.org.publicwhip/person/11946,Mark Pritchard,Employment and earnings,2020-05-11,2021-02-01,"From 29 November 2019 until 30 April 2020, Non-Executive Chairman and Director of PASS Technology Group Ltd (technology solutions) of 45 Pall Mall, London, England, SW1Y 5JG; a client of Mark Pritchard Advisory Ltd. Until 31 March 2020 I received £4,000 per month, and £2,000 in April 2020, for an expected monthly commitment of 16 hrs, providing strategic counsel and advice. (Registered 30 December 2019; updated 04 May 2020)",Non-Executive; PASS Technology Group Ltd; Mark Pritchard Advisory Ltd.,"4,000; 2,000"
uk.org.publicwhip/person/11946,Mark Pritchard,Employment and earnings,2020-01-11,2020-12-21,"From 10 May 2019 until 29 November 2019, adviser to Pass Technology Group Ltd (technology solutions), a client of Mark Pritchard Advisory Ltd, of 45 Pall Mall, London, England, SW1Y 5JG. I received £1,250 per month in return for an expected monthly commitment of 8 hrs. (Registered 3 June 2019; updated 30 December 2019)",Pass Technology Group Ltd; Mark Pritchard Advisory Ltd,
uk.org.publicwhip/person/11946,Mark Pritchard,Visits outside the UK,2020-01-11,2020-11-23,Name of donor: The Soufan Group,The Soufan Group,
uk.org.publicwhip/person/11946,Mark Pritchard,Employment and earnings,2020-07-20,2020-07-20,"Until 14 July 2020, consultant offering general advice to the Soufan Group; a strategic security consultancy and client of Mark Pritchard Advisory Ltd. Address: 26 York Street, London W1U 6PZ. I receive £2,074.52 a month for an expected commitment of 8 hours. Final invoice to be issued on 1 August 2020. (Updated 1 July 2015, 23 December 2019 and 20 July 2020)",the Soufan Group; Mark Pritchard Advisory Ltd.,"2,074.52"
uk.org.publicwhip/person/11946,Mark Pritchard,Employment and earnings,2020-01-11,2020-07-06,"Until further notice, consultant offering general advice to The Soufan Group; a strategic security consultancy and client of Mark Pritchard Advisory Ltd. Address: 26 York Street, London W1U 6PZ. I receive £2,074.52 a month for an expected commitment of 8 hours. (Updated 1 July 2015 and 23 December 2019)",The Soufan Group; Mark Pritchard Advisory Ltd. Address,"2,074.52"
uk.org.publicwhip/person/11946,Mark Pritchard,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,2020-01-11,2020-06-22,Name of donor: Aquind Ltd,,
uk.org.publicwhip/person/11946,Mark Pritchard,Employment and earnings,2020-03-02,2020-05-11,"From 1 December 2018, adviser providing marketing communications advice to Strategeast, a client of Mark Pritchard Advisory Ltd. Address: 1900 K Street NW, Suite 100, Washington, D.C., 20006. I receive £1,666.66 a month for an approximate commitment of 8 hours. (Registered 2 January 2019; updated 21 January 2019)",Mark Pritchard Advisory Ltd.,"1,666.66"
uk.org.publicwhip/person/11946,Mark Pritchard,Employment and earnings,2020-01-11,2020-04-27,"From 1 November 2017 to 31 March 2019, consultant providing strategic advice to the Smartwater Foundation, a client of Mark Pritchard Advisory Ltd. Address: 27 Queen Anne’s Gate, London SW1H 9BU. The Smartwater Foundation provides not for profit forensic technology solutions. I received £1,666.66 a month for an expected commitment of 18 hours. (Registered 8 January 2018; updated 01 April 2019)",the Smartwater Foundation; Mark Pritchard Advisory Ltd.; The Smartwater Foundation,"1,666.66"
uk.org.publicwhip/person/11946,Mark Pritchard,Employment and earnings,2020-01-11,2020-04-27,"From 29 November 2019 until further notice, Non-Executive Chairman and Director of PASS Technology Group Ltd (technology solutions) of 45 Pall Mall, London, England, SW1Y 5JG; a client of Mark Pritchard Advisory Ltd. I receive £4,000 per month for an expected monthly commitment of 16 hrs, providing strategic counsel and advice. (Registered 30 December 2019)",Non-Executive; PASS Technology Group Ltd; Mark Pritchard Advisory Ltd.,"4,000"
uk.org.publicwhip/person/11946,Mark Pritchard,Employment and earnings,2020-01-11,2020-02-10,"From 1 December 2018, adviser providing marketing communications advice to Strategeast, a client of Mark Pritchard Advisory Ltd. Address: 1900 K Street NW, Suite 100, Washington, D.C., 20006. I receive £1,666.66 a month for an approximate commitment of 8 hours (not paid during February 2019). (Registered 2 January 2019; updated 21 January 2019)",Mark Pritchard Advisory Ltd.,"1,666.66"
uk.org.publicwhip/person/11943,Barbara Keeley,Employment and earnings,2022-05-16,2022-09-05 (latest),"1 November 2021, fee of £75 donated to my local party. Hours: 30 mins. (Registered 13 May 2022)",,75
uk.org.publicwhip/person/11943,Barbara Keeley,Employment and earnings,2022-05-16,2022-09-05 (latest),"10 March 2022, fee of £100 donated to my local party. Hours: 45 mins. (Registered 13 May 2022)",,100
uk.org.publicwhip/person/11943,Barbara Keeley,Employment and earnings,2022-05-16,2022-09-05 (latest),"11 November 2021, fee of £120 donated to my local party. Hours: 45 mins. (Registered 13 May 2022)",,120
uk.org.publicwhip/person/11943,Barbara Keeley,Employment and earnings,2022-05-16,2022-09-05 (latest),"13 January 2022, fee of £100 donated to my local party. Hours: 45 mins. (Registered 13 May 2022)",,100
uk.org.publicwhip/person/11943,Barbara Keeley,Employment and earnings,2022-05-16,2022-09-05 (latest),"14 April 2022, fee of £50 donated to my local party. Hours: 30 mins. (Registered 13 May 2022)",,50
uk.org.publicwhip/person/11943,Barbara Keeley,Employment and earnings,2022-05-16,2022-09-05 (latest),"19 November 2021, fee of £100 donated to my local party. Hours: 45 mins. (Registered 13 May 2022)",,100
uk.org.publicwhip/person/11943,Barbara Keeley,Employment and earnings,2022-08-08,2022-09-05 (latest),"2 August 2022, fee of £75 donated to my local party. Hours: 30 mins. (Registered 02 August 2022)",,75
uk.org.publicwhip/person/11943,Barbara Keeley,Employment and earnings,2022-05-30,2022-09-05 (latest),"23 May 2022, fee of £100 donated to my local party. Hours: 45 mins. (Registered 23 May 2022)",,100
uk.org.publicwhip/person/11943,Barbara Keeley,Employment and earnings,2022-05-30,2022-09-05 (latest),"24 January 2022, fee of £75 donated to my local party. Hours: 30 mins. (Registered 23 May 2022)",,75
uk.org.publicwhip/person/11943,Barbara Keeley,Employment and earnings,2022-05-30,2022-09-05 (latest),"25 May 2022, fee of £65 donated to my local party. Hours: 30 mins. (Registered 23 May 2022)",,65
uk.org.publicwhip/person/11943,Barbara Keeley,Employment and earnings,2022-05-16,2022-09-05 (latest),"27 July 2021, fee of £120 donated to my local party. Hours: 45 mins. (Registered 13 May 2022)",,120
uk.org.publicwhip/person/11943,Barbara Keeley,Employment and earnings,2022-08-08,2022-09-05 (latest),"30 June 2022, fee of £100 donated to my local party. Hours: 45 mins. (Registered 30 June 2022)",,100
uk.org.publicwhip/person/11943,Barbara Keeley,Employment and earnings,2022-08-08,2022-09-05 (latest),"30 June 2022, fee of £70 donated to my local party. Hours: 30 mins. (Registered 30 June 2022)",,70
uk.org.publicwhip/person/11943,Barbara Keeley,Employment and earnings,2022-05-30,2022-09-05 (latest),"30 March 2022, fee of £75 donated to my local party. Hours: 30 mins. (Registered 23 May 2022)",,75
uk.org.publicwhip/person/11943,Barbara Keeley,Employment and earnings,2022-05-16,2022-09-05 (latest),"4 May 2022, fee of £80 donated to my local party. Hours: 45 mins. (Registered 13 May 2022)",,80
uk.org.publicwhip/person/11943,Barbara Keeley,Employment and earnings,2022-05-16,2022-09-05 (latest),"6 December 2021, fee of £75 donated to my local party. Hours: 30 mins. (Registered 13 May 2022)",,75
uk.org.publicwhip/person/11943,Barbara Keeley,Employment and earnings,2022-05-16,2022-09-05 (latest),"6 September 2021, fee of £120 donated to my local party. Hours: 45 mins. (Registered 13 May 2022)",,120
uk.org.publicwhip/person/11943,Barbara Keeley,Employment and earnings,2022-05-16,2022-09-05 (latest),"9 December 2021, fee of £100 donated to my local party. Hours: 45 mins. (Registered 13 May 2022)",,100
uk.org.publicwhip/person/11943,Barbara Keeley,Employment and earnings,2022-08-08,2022-09-05 (latest),"Fee of £90 expected for a survey completed on 26 July 2022, which will be donated to my local party. Hours: 30 mins. (Registered 29 July 2022)",,90
uk.org.publicwhip/person/11943,Barbara Keeley,Employment and earnings,2020-10-26,2022-09-05 (latest),"Fees from Savanta ComRes, 3 Melville Street, Edinburgh EH3 7PE, for responding to opinion research:",,
uk.org.publicwhip/person/11943,Barbara Keeley,Employment and earnings,2022-05-16,2022-09-05 (latest),"Fees from YouGov, 50 Featherstone Street, London EC1Y 8RT for responding to Parliamentary Panel Surveys:",YouGov; Featherstone Street,
uk.org.publicwhip/person/11943,Barbara Keeley,"Gifts, benefits and hospitality from UK sources",2022-05-16,2022-09-05 (latest),Name of donor: Society of London Theatre,Society of London Theatre,
uk.org.publicwhip/person/11943,Barbara Keeley,Employment and earnings,2021-07-12,2022-07-11,"25 July 2021, fee of £75 donated to my local party. Hours: 45 mins. (Registered 09 July 2021)",,75
uk.org.publicwhip/person/11943,Barbara Keeley,Employment and earnings,2021-06-01,2022-05-30,"13 April 2021, fee of £75 donated to my local party. Hours: 45 mins. (Registered 19 May 2021)",,75
uk.org.publicwhip/person/11943,Barbara Keeley,Employment and earnings,2021-06-01,2022-05-30,"19 May 2021, fee of £75 donated to my local party. Hours: 45 mins. (Registered 19 May 2021)",,75
uk.org.publicwhip/person/11943,Barbara Keeley,Employment and earnings,2021-06-01,2022-05-30,"26 March 2021, fee of £75 donated to my local party. Hours: 45 mins. (Registered 19 May 2021)",,75
uk.org.publicwhip/person/11943,Barbara Keeley,Employment and earnings,2021-06-01,2022-05-30,"29 January 2021, fee of £75 donated to my local party. Hours: 45 mins. (Registered 19 May 2021)",,75
uk.org.publicwhip/person/11943,Barbara Keeley,Employment and earnings,2020-11-23,2021-11-29,"18 November 2020, fee of £75 donated to my local party. Hours: 45 mins. (Registered 18 November 2020)",,75
uk.org.publicwhip/person/11943,Barbara Keeley,Employment and earnings,2020-10-26,2021-10-18,"10 October 2020, fee of £75 donated to my local party. Hours: 45 mins. (Registered 23 October 2020)",,75
uk.org.publicwhip/person/11943,Barbara Keeley,Employment and earnings,2020-09-14,2021-09-20,"10 March 2020, fee of £75 donated to my local party. Hours: 45 mins. (Registered 07 September 2020)",,75
uk.org.publicwhip/person/11943,Barbara Keeley,Employment and earnings,2020-09-14,2021-09-20,"20 August 2020, fee of £75 donated to my local party. Hours: 45 mins. (Registered 07 September 2020)",,75
uk.org.publicwhip/person/11943,Barbara Keeley,Employment and earnings,2020-09-14,2021-09-20,"6 April 2020, fee of £75 donated to my local party. Hours: 45 mins. (Registered 07 September 2020)",,75
uk.org.publicwhip/person/11943,Barbara Keeley,Employment and earnings,2020-09-14,2021-09-20,"7 July 2020, fee of £75 donated to my local party. Hours: 45 mins. (Registered 07 September 2020)",,75
uk.org.publicwhip/person/11943,Barbara Keeley,Employment and earnings,2020-09-14,2021-09-20,"9 June 2020, fee of £75 donated to my local party. Hours: 45 mins. (Registered 07 September 2020)",,75
uk.org.publicwhip/person/11943,Barbara Keeley,Employment and earnings,2020-01-11,2021-01-18,"20 December 2019, fee of £100 donated to my local party. Hours: 1 hr. (Registered 10 January 2020)",,100
uk.org.publicwhip/person/11943,Barbara Keeley,Employment and earnings,2020-01-11,2021-01-18,"20 December 2019, fee of £60 donated to my local party. Hours: 30 mins. (Registered 10 January 2020)",,60
uk.org.publicwhip/person/11943,Barbara Keeley,Employment and earnings,2020-01-11,2021-01-18,"22 November 2019, fee of £75 donated to my local party. Hours: 45 mins. (Registered 10 January 2020)",,75
