public_whip_id,member_name,registry_date,category_type,category_name,free_text,extracted_orgs,extracted_money
uk.org.publicwhip/person/24709,Bridget Phillipson,2022-05-16,1,Employment and earnings,Payment of £75 expected for a survey completed on 14 March 2021. Hours. 20 mins. (Registered 05 July 2021),,75
uk.org.publicwhip/person/24709,Bridget Phillipson,2022-05-16,1,Employment and earnings,Payment of £75 expected for a survey completed on 28 May 2021. Hours. 20 mins. (Registered 05 July 2021),,75
uk.org.publicwhip/person/24709,Bridget Phillipson,2022-05-16,1,Employment and earnings,Payment of £75 expected for a survey completed on 25 June 2021. Hours. 20 mins. (Registered 05 July 2021),,75
uk.org.publicwhip/person/24709,Bridget Phillipson,2022-05-16,1,Employment and earnings,Payment of £75 expected for a survey completed on 9 October 2021. Hours: 15 mins. (Registered 11 October 2021),,75
uk.org.publicwhip/person/24709,Bridget Phillipson,2022-05-16,1,Employment and earnings,Payment of £75 expected for a survey completed on 22 November 2021. Hours: 15 mins. (Registered 26 November 2021),,75
uk.org.publicwhip/person/24709,Bridget Phillipson,2022-05-16,1,Employment and earnings,"Payments from YouGov, 50 Featherstone Street, London EC1Y 8RT, for completing opinion surveys. All fees paid direct to Houghton and Sunderland South Constituency Labour Party:",YouGov; Sunderland South Constituency Labour Party,
uk.org.publicwhip/person/24709,Bridget Phillipson,2022-05-16,1,Employment and earnings,Payment of £110 expected for a survey on 5 May 2021. Hours: 25 mins. (Registered 05 May 2021),,110
uk.org.publicwhip/person/24709,Bridget Phillipson,2022-05-16,1,Employment and earnings,Payment £50 expected for a survey on 13 May 2021. Hours: 10 mins. (Registered 25 May 2021),,50
uk.org.publicwhip/person/24709,Bridget Phillipson,2022-05-16,1,Employment and earnings,Payment of £120 expected for a survey on 18 June 2021. Hours: 25 mins. (Registered 21 June 2021),,120
uk.org.publicwhip/person/24709,Bridget Phillipson,2022-05-16,1,Employment and earnings,Payment of £120 expected for a survey completed on 22 July 2021. Hours: 20 mins. (Registered 26 July 2021),,120
uk.org.publicwhip/person/24709,Bridget Phillipson,2022-05-16,1,Employment and earnings,Payment of £170 expected for a survey completed on 12 September 2021. Hours: 30 mins. (Registered 15 September 2021),,170
uk.org.publicwhip/person/24709,Bridget Phillipson,2022-05-16,1,Employment and earnings,Payment of £120 expected for a survey completed on 9 October 2021. Hours: 30 mins. (Registered 11 October 2021),,120
uk.org.publicwhip/person/24709,Bridget Phillipson,2022-05-16,1,Employment and earnings,Payment of £120 expected for a survey completed on 23 October 2021. Hours: 30 mins. (Registered 27 October 2021),,120
uk.org.publicwhip/person/24709,Bridget Phillipson,2022-05-16,1,Employment and earnings,Payment of £100 expected for a survey completed on 9 November 2021. Hours: 20 mins. (Registered 09 November 2021),,100
uk.org.publicwhip/person/24709,Bridget Phillipson,2022-05-16,1,Employment and earnings,Payment of £100 expected for a survey on the 9 December 2021. Hours: 18 mins. (Registered 20 December 2021),,100
uk.org.publicwhip/person/24709,Bridget Phillipson,2022-05-16,1,Employment and earnings,Payment of £120 expected for a survey completed on 16 February 2022. Hours: 30 mins. (Registered 16 February 2022),,120
uk.org.publicwhip/person/24709,Bridget Phillipson,2022-05-16,1,Employment and earnings,"30 July 2021, payment of £275 from Ipsos MORI, 3 Thomas More Square, London E1W 1YW, for a survey completed on 8 July 2021. Hours: 1 hr. Fee paid direct to Houghton and Sunderland South Constituency Labour Party. (Registered 09 August 2021)",Sunderland South Constituency Labour Party,275
uk.org.publicwhip/person/24709,Bridget Phillipson,2022-05-16,1,Employment and earnings,"Payment of £200 expected from CMD, 31 Carolside Avenue, Glasgow G76 7AA, for an interview on 23 September 2021. Hours: 30 mins. Fee paid direct to Houghton and Sunderland South Constituency Labour Party. (Registered 13 October 2021; updated 11 November 2021)",CMD; Sunderland South Constituency Labour Party,200
uk.org.publicwhip/person/24709,Bridget Phillipson,2022-05-16,1,Employment and earnings,"Payments from Yonder Consulting, Northburgh House, 10 Northburgh Street, London EC1V 0AT, for completing opinion surveys. All fees paid direct to Houghton and Sunderland South Constituency Labour Party:",Yonder Consulting; Northburgh House; Sunderland South Constituency Labour Party,
uk.org.publicwhip/person/24709,Bridget Phillipson,2022-05-16,1,Employment and earnings,"19 March 2021, payment of £50 for a survey completed on 25 January 2021. Hours: 15 mins. (Registered 10 January 2022)",,50
uk.org.publicwhip/person/24709,Bridget Phillipson,2022-05-16,1,Employment and earnings,"17 February 2021, payment of £50 for a survey completed on 7 December 2020. Hours: 15 mins. (Registered 10 January 2022)",,50
uk.org.publicwhip/person/24709,Bridget Phillipson,2022-05-16,1,Employment and earnings,"14 June 2021, payment of £50 for a survey completed on 13 March 2021. Hours: 15 mins. (Registered 10 January 2022)",,50
uk.org.publicwhip/person/24709,Bridget Phillipson,2022-05-16,1,Employment and earnings,"15 July 2021, payment of £50 for a survey completed on 13 May 2021. Hours: 15 mins. (Registered 10 January 2022)",,50
uk.org.publicwhip/person/24709,Bridget Phillipson,2022-05-16,1,Employment and earnings,"13 September 2021, payment of £50 for a survey completed on 1 September 2021. Hours: 15 mins. (Registered 10 January 2022)",,50
uk.org.publicwhip/person/24709,Bridget Phillipson,2022-05-16,1,Employment and earnings,Payment of £65 expected for a survey completed on 1 December 2021. Hours: 20 mins. (Registered 10 January 2022),,65
uk.org.publicwhip/person/24709,Bridget Phillipson,2022-05-16,2,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Name of donor: Paul Callaghan,,
uk.org.publicwhip/person/24709,Bridget Phillipson,2022-05-16,2,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Name of donor: Tom Hay,,
uk.org.publicwhip/person/24709,Bridget Phillipson,2022-05-16,2,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Name of donor: Trevor Chinn,,
uk.org.publicwhip/person/24709,Bridget Phillipson,2022-05-16,2,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Name of donor: David Rowntree,,
uk.org.publicwhip/person/24709,Bridget Phillipson,2022-05-16,3,"Gifts, benefits and hospitality from UK sources",Name of donor: Midlands Aerospace Alliance,Midlands Aerospace Alliance,
uk.org.publicwhip/person/25377,Chris Philp,2022-05-16,7,(i) Shareholdings: over 15% of issued share capital,Pluto Capital Management LLP; property finance and investment (Registered 05 June 2015),Pluto Capital Management LLP,
uk.org.publicwhip/person/25377,Chris Philp,2022-05-16,7,(i) Shareholdings: over 15% of issued share capital,"Millgap Ltd; consulting, advisory and investment (Registered 05 June 2015)",Millgap Ltd,
uk.org.publicwhip/person/25377,Chris Philp,2022-05-16,7,(i) Shareholdings: over 15% of issued share capital,Pluto Partners LLP; property finance and investment (Registered 05 June 2015),Pluto Partners LLP,
uk.org.publicwhip/person/25377,Chris Philp,2022-05-16,7,(i) Shareholdings: over 15% of issued share capital,Pluto Silverstone Co Invest LLP; property finance and investment (Registered 05 June 2015),Pluto Silverstone Co Invest LLP,
uk.org.publicwhip/person/25377,Chris Philp,2022-05-16,7,(i) Shareholdings: over 15% of issued share capital,Pluto Monza Co Invest LLP; property finance and investment (Registered 05 June 2015),,
uk.org.publicwhip/person/25377,Chris Philp,2022-05-16,7,(i) Shareholdings: over 15% of issued share capital,Pluto Development Partners LLP; property finance and investment (Registered 05 June 2015),Pluto Development Partners LLP,
uk.org.publicwhip/person/25377,Chris Philp,2022-05-16,8,Miscellaneous,"On 22 March 2021, a company to which a subsidiary of Pluto Partners LLP provides services became accredited for the Coronavirus Business Interruption Loan Scheme. (Registered 25 May 2021)",Pluto Partners LLP; the Coronavirus Business Interruption Loan Scheme,
uk.org.publicwhip/person/25377,Chris Philp,2022-05-16,8,Miscellaneous,"On 22 March 2021, a company in which Millgap Ltd holds beneficial ownership of 0.375% became accredited for the Coronavirus Business Interruption Loan Scheme. (Registered 25 May 2021)",Millgap Ltd; the Coronavirus Business Interruption Loan Scheme,
uk.org.publicwhip/person/25690,Luke Pollard,2022-05-16,3,"Gifts, benefits and hospitality from UK sources",Name of donor: Chris Rumfitt,,
uk.org.publicwhip/person/24756,Daniel Poulter,2022-05-16,1,Employment and earnings,"From 1 April 2022 until further notice, I am employed on a flexible contract as a NHS psychiatrist by a London NHS Foundation Trust together with the London Deanery, Stewart House, 32 Russell Square, London WC1B 5DN. I receive an annual salary of £45,995. First payment received on 22 April 2022. Hours: approx. 720 hrs per year. (Registered 01 December 2015; updated 07 June 2016, 07 December 2016, 29 August 2017, 27 March 2018, 01 August 2018, 07 December 2018, 02 June 2020, 27 April 2021, 04 May 2021, 02 August 2021, 24 February 2022 and 25 April 2022)",NHS; London NHS Foundation Trust; the London Deanery; Stewart House,"45,995"
uk.org.publicwhip/person/24756,Daniel Poulter,2022-05-16,1,Employment and earnings,"22 May 2021, received an additional payment of £150. Hours: no additional hours. (Registered 24 May 2021)",,150
uk.org.publicwhip/person/24756,Daniel Poulter,2022-05-16,1,Employment and earnings,"From 19 July 2021 until further notice, Non-executive Director of Kanabo Group PLC (pharmaceuticals and telemedicine), Churchill House, 137-139 Brent Street, London NW4 4DJ. I receive £24,000 a year, paid monthly. Hours: approx. 7-8 hrs a month. (Registered 05 August 2021; updated 24 February 2022)",Kanabo Group PLC,"24,000"
uk.org.publicwhip/person/24756,Daniel Poulter,2022-05-16,3,"Gifts, benefits and hospitality from UK sources",Name of donor: Carlton Club,Carlton Club,
uk.org.publicwhip/person/24756,Daniel Poulter,2022-05-16,8,Miscellaneous,"From 26 June 2020, a member of Ipswich Towns Fund Board. (Registered 29 October 2020)",Ipswich Towns Fund Board,
uk.org.publicwhip/person/24756,Daniel Poulter,2022-05-16,8,Miscellaneous,"From 19 July 2021, share options anticipated to be available at a future date in Kanabo Group PLC. (Registered 19 August 2021)",Kanabo Group PLC,
uk.org.publicwhip/person/24756,Daniel Poulter,2022-05-16,9,Family members employed and paid from parliamentary expenses,"I employ my mother, Carol Poulter, as Senior Parliamentary Assistant. (Updated 24 February 2022)",Carol Poulter,
uk.org.publicwhip/person/25407,Rebecca Pow,2022-05-16,6,"Land and property portfolio: (i) value over £100,000 and/or (ii) giving rental income of over £10,000 a year",House in Somerset: (i) and (ii). (Registered 02 June 2015),House,
uk.org.publicwhip/person/25407,Rebecca Pow,2022-05-16,6,"Land and property portfolio: (i) value over £100,000 and/or (ii) giving rental income of over £10,000 a year","House in Somerset, owned jointly with my sister: (i) and (ii). (Registered 02 June 2015)",House,
uk.org.publicwhip/person/25407,Rebecca Pow,2022-05-16,6,"Land and property portfolio: (i) value over £100,000 and/or (ii) giving rental income of over £10,000 a year",Agricultural land owned jointly with other family members: (i) and (ii) including income from a telecom mast. (Registered 02 June 2015),,
uk.org.publicwhip/person/25407,Rebecca Pow,2022-05-16,6,"Land and property portfolio: (i) value over £100,000 and/or (ii) giving rental income of over £10,000 a year","Commercial building in Somerset, of which I own a 10 percent share: (i) and (ii). (Registered 02 June 2015)",,
uk.org.publicwhip/person/25407,Rebecca Pow,2022-05-16,8,Miscellaneous,"Council Member of Royal Bath-West Society, unpaid. (Registered 02 June 2015)",Royal Bath-West Society,
uk.org.publicwhip/person/25165,Lucy Powell,2022-05-16,3,"Gifts, benefits and hospitality from UK sources",Name of donor: BPI,,
uk.org.publicwhip/person/25165,Lucy Powell,2022-05-16,3,"Gifts, benefits and hospitality from UK sources",Name of donor: Google,,
uk.org.publicwhip/person/25165,Lucy Powell,2022-05-16,3,"Gifts, benefits and hospitality from UK sources",Name of donor: English Football League,English Football League,
uk.org.publicwhip/person/25165,Lucy Powell,2022-05-16,3,"Gifts, benefits and hospitality from UK sources",Name of donor: Channel 4,Channel 4,
uk.org.publicwhip/person/25165,Lucy Powell,2022-05-16,6,"Land and property portfolio: (i) value over £100,000 and/or (ii) giving rental income of over £10,000 a year","Since June 2015, I rent out a room in my London flat: (i) and (ii). (Registered 04 September 2015)",,
uk.org.publicwhip/person/25165,Lucy Powell,2022-05-16,7,(i) Shareholdings: over 15% of issued share capital,"One sixth shareholder of company New Road Management, a property management company. (Registered 13 December 2012; updated 02 June 2015 and 13 May 2021)",New Road Management,
uk.org.publicwhip/person/11946,Mark Pritchard,2022-05-16,1,Employment and earnings,"Director of MAP Advisory Ltd (previously Mark Pritchard Advisory Ltd until 25 March 2022), c/o Gallaghers, 2nd Floor, 69/85 Tabernacle Street, London EC2A 4RR. (Registered 7 September 2013; updated 7 July 2015 and 25 April 2022)",MAP Advisory Ltd; 2nd Floor,
uk.org.publicwhip/person/11946,Mark Pritchard,2022-05-16,1,Employment and earnings,"From 1 February 2022 until further notice, I provide strategic marketing counsel to RE People Ltd; an employment placement agency and a client of MAP Advisory Ltd. Address: Manor Park Place Rutherford Way, Swindon Village, Cheltenham GL51 9TU. I receive £2,083.33 per month. Hours: 15 hrs a month. First payment received on 24 March 2022. (Registered 25 April 2022)",RE People Ltd; MAP Advisory Ltd.,"2,083.33"
uk.org.publicwhip/person/11946,Mark Pritchard,2022-05-16,3,"Gifts, benefits and hospitality from UK sources",Name of donor: R&A Championships Ltd,R&A Championships Ltd,
uk.org.publicwhip/person/11946,Mark Pritchard,2022-05-16,3,"Gifts, benefits and hospitality from UK sources",Name of donor: FuseMetrix Group Ltd,FuseMetrix Group Ltd,
uk.org.publicwhip/person/11946,Mark Pritchard,2022-05-16,4,Visits outside the UK,Name of donor: Verkhovna Rada of Ukraine (Member of Parliament Activities Support Fund),Parliament Activities Support Fund,
uk.org.publicwhip/person/11946,Mark Pritchard,2022-05-16,4,Visits outside the UK,Name of donor: Qatar International Academy for Security Studies.,Qatar International Academy for Security Studies,
uk.org.publicwhip/person/11946,Mark Pritchard,2022-05-16,4,Visits outside the UK,Name of donor: Israel Allies Foundation,Israel Allies Foundation,
uk.org.publicwhip/person/11946,Mark Pritchard,2022-05-16,4,Visits outside the UK,Name of donor: Ministry of Foreign Affairs of the State of Qatar,Ministry of Foreign Affairs of the State of Qatar,
